

VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
2035	Soldier Poison Spider	S_KNIGHT	MONSTER	POWER	58			0	ANIMAL		0	spider_soldier	0	56	75	37	19	109	134	6969	4	12	630	945	7613	62	100	120	100	2000	175	0	0	0	0	3	0	5	0	2	0	1	0	0	-5	0	0	0	0	10	2	0	0	13421823	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2036	Fiery Poison Spider	S_KNIGHT	MONSTER	POWER	58		AGGR	0	ANIMAL		0	spider_soldier	0	56	75	37	19	109	134	6969	19	27	630	945	8400	62	100	120	100	2000	175	0	0	0	0	3	0	5	0	1	2	1	0	0	-20	0	0	0	0	10	2	0	0	13421823	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2051	Mean Baby Spider	PAWN	MONSTER	MELEE	46		AGGR	0	ANIMAL		0	spider_young	0	28	41	55	14	107	131	1559	4	12	183	275	1060	50	100	100	50	500	175	0	0	0	0	0	0	0	3	1	-5	1	0	0	-10	0	0	0	0	5	1	0	0	13421823	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2052	Mean Poison Spider	PAWN	MONSTER	MELEE	48		AGGR	0	ANIMAL		0	spider_poison	0	47	57	29	14	98	148	1670	3	7	191	285	1109	52	90	100	50	500	175	0	0	0	0	3	0	0	3	0	0	1	0	0	-10	0	0	0	0	5	1	0	0	13421823	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2053	Mean Crimson Spider	S_PAWN	MONSTER	MELEE	51		AGGR	0	ANIMAL		0	spider_redpoison	0	54	60	15	15	103	155	2215	9	17	302	453	1419	55	110	100	50	500	175	0	0	0	0	3	1	0	3	-5	1	-5	0	0	-5	0	0	0	0	5	1	0	0	13421823	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2054	Mean Claw Spider	S_PAWN	MONSTER	TANKER	53		AGGR	0	ANIMAL		0	spider_nipper	0	56	31	56	16	120	146	2363	3	7	312	470	1478	57	90	100	50	500	175	0	0	0	0	0	0	0	3	10	0	1	0	1	-5	0	0	0	0	5	1	0	0	13421823	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2055	Mean Soldier Spider	S_PAWN	MONSTER	POWER	55		AGGR	0	ANIMAL		0	spider_soldier	0	71	33	39	16	125	152	2516	3	7	324	488	1536	59	80	120	50	500	175	0	0	0	0	0	0	0	3	0	10	0	1	0	-15	0	0	0	0	5	1	0	0	13421823	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061	Baby Venom Spider	PAWN	MONSTER	MELEE	60			0	ANIMAL		0	spider_young	0	77	58	39	20	144	176	3771	12	10	480	747	4775	80	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2062	Deadly Venom Spider	S_PAWN	MONSTER	MELEE	62			0	ANIMAL		0	spider_poison	0	80	60	40	20	132	198	4028	7	10	528	638	5209	83	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2063	Crimson Venom Spider	KNIGHT	MONSTER	MELEE	64			0	ANIMAL		0	spider_redpoison	0	82	62	41	21	137	206	6714	12	15	645	747	7875	86	110	120	100	2000	150	0	0	0	0	5	1	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2064	Claw Venom Spider	KNIGHT	MONSTER	TANKER	66			0	ANIMAL		0	spider_nipper	0	84	63	42	21	159	195	7149	7	10	515	713	11000	89	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2065	Soldier Venom Spider	S_KNIGHT	MONSTER	POWER	68			0	ANIMAL		0	spider_soldier	0	87	65	43	22	164	201	7602	20	25	482	624	10250	93	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2071	Bestial Baby Spider	KNIGHT	MONSTER	MELEE	70			0	ANIMAL		0	spider_young	0	49	65	33	16	115	140	2765	9	12	456	686	6025	53	100	120	100	2000	175	30057	0	0	0	5	0	5	0	0	-5	2	0	0	-10	-20	-20	0	0	10	3	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2072	Bestial Poison Spider	KNIGHT	MONSTER	MELEE	72			0	ANIMAL		0	spider_poison	0	68	34	51	17	106	158	2954	9	12	474	711	6638	55	100	120	100	2000	175	30056	0	0	0	5	0	5	0	0	1	0	0	0	-5	-20	-20	0	0	10	3	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2073	Bestial Crimson Spider	S_KNIGHT	MONSTER	MELEE	74			0	ANIMAL		0	spider_redpoison	0	53	35	70	18	109	164	4924	4	12	588	882	8213	57	100	120	100	2000	175	30025	0	0	0	5	1	5	0	1	-5	2	0	0	-10	-20	-20	0	0	10	3	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2074	Bestial Claw Spider	S_KNIGHT	MONSTER	TANKER	76			0	ANIMAL		0	spider_nipper	0	72	36	54	18	127	156	5243	9	17	609	914	10600	59	100	120	100	2000	175	30058	0	0	0	3	0	5	0	0	1	0	0	0	-5	-20	-20	0	0	10	3	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2075	Bestial Soldier Spider	S_KNIGHT	MONSTER	POWER	78			0	ANIMAL		0	spider_soldier	0	56	75	37	19	131	161	5575	4	12	630	945	11383	62	100	120	100	2000	175	30059	0	0	0	3	0	5	0	2	-5	1	0	0	-5	-20	-20	0	0	10	3	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2076	Fiery Bestial Spider	S_KNIGHT	MONSTER	MELEE	78		AGGR	0	ANIMAL		0	spider_soldier	0	56	75	37	19	131	161	5575	19	27	195	540	13793	62	100	120	100	2000	175	0	0	0	0	3	0	5	0	1	2	1	0	0	-20	-20	-20	0	0	10	3	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2091	Spider Queen	BOSS	MONSTER	MAGIC	60		AGGR	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	77	58	39	17	52	96	134000	10	10	2604	3156	24100	68	100	100	100	2000	175	0	0	0	0	25	0	20	20	40	35	40	40	40	40	0	0	60	0	10	2	2035	5	0	0	30	261	0	0	0	0	0	0	0	0	5	10	0	0	0
2092	Baroness Spider	KING	MONSTER	MELEE	79		AGGR	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	spider_king	0	42	21	31	10	55	101	342000	19	22	11940	17910	100000	92	100	100	100	2000	175	0	0	0	0	25	10	30	30	40	35	40	40	40	40	0	0	60	0	10	4	2076	5	0	0	40	261	0	0	0	0	0	0	0	0	5	10	0	0	0
2093	Dark Queen Spider	KING	MONSTER	MELEE	65		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	77	58	39	17	55	101	342000	15	15	44400	59100	60375	78	110	100	100	2000	150	0	0	0	0	25	0	20	20	40	35	40	40	40	40	100	50	60	50	10	2	2035	5	0	0	35	261	0	0	0	0	0	0	0	0	5	10	0	30	40
2094	Dark Queen Spider	KING	MONSTER	MELEE	72		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	92	69	46	23	150	278	256800	30	20	35100	52650	312500	100	150	160	100	2000	350	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2	2076	10	0	0	40	261	0	0	0	0	0	0	0	0	20	20	0	30	40
2095	Spider Spawn	KING	MONSTER	MELEE	70		NOMOVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0		0	67	45	89	22	0	0	193408	30	20	0	0	12500	150	0	0	100	2000	350	0	0	0	0	0	0	0	0	70	70	70	70	70	70	70	70	70	70	70	1	2071	10	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40
2101	Desert Fox	S_PAWN	MONSTER	MELEE	25		COWARD	0	ANIMAL	STUN	0	fennec_fox	0	18	24	16	6	65	83	1023	5	7	1350	2010	5000	24	100	200	0	2000	175	0	0	0	0	0	0	0	5	10	10	10	10	5	80	80	80	80	80	10	2	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2102	????	S_PAWN	MONSTER	MELEE	37			0			0	evil_eye	0	52	24	36	12	62	115	1877	5	7	252	380	1565	43	100	100	100	2000	175	0	0	0	0	0	3	0	5	1	0	1	0	1	-10	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2103	????	S_PAWN	MONSTER	MELEE	39			0	ANIMAL		0	giant_scorpion	0	41	51	30	13	65	120	2025	5	7	264	398	1649	45	100	80	100	2000	175	30046	0	0	0	0	0	0	5	0	1	0	1	0	-15	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2104	????	KNIGHT	MONSTER	MELEE	44			0	ANIMAL	POISON	0	scorpionman_sword	0	50	28	37	14	91	111	3228	12	12	381	572	3098	51	110	120	100	2000	175	30045	0	0	0	5	0	0	5	1	1	2	1	1	-10	0	0	0	0	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2105	????	KNIGHT	MONSTER	RANGE	47			0	ANIMAL	POISON	0	scorpionman_bow	0	59	30	22	15	95	116	2598	8	7	837	1256	3308	54	60	70	100	2000	850	30055	0	0	0	5	0	5	5	0	0	-10	0	0	2	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2106	??????	KNIGHT	MONSTER	MELEE	48			0	ANIMAL	POISON	0	snakeman_sword	0	79	27	36	15	87	130	3692	12	12	414	621	3378	55	110	110	100	2000	175	30022	0	0	0	5	0	0	5	1	1	1	0	0	-15	0	0	0	0	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2107	??????	KNIGHT	MONSTER	RANGE	51			0	ANIMAL	POISON	0	snakeman_bow	0	64	28	24	16	90	136	2957	8	7	905	1356	3588	58	60	110	100	2000	850	30067	0	0	0	5	0	0	5	-5	-10	-5	0	0	2	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2108	??????	S_KNIGHT	MONSTER	MELEE	54			0	HUMAN		0	outlaw	0	61	68	44	17	95	143	6230	5	10	606	911	7595	62	100	120	100	2000	175	0	0	0	0	0	0	5	5	0	10	0	0	0	-20	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2131	Serf Scorpion Man	PAWN	MONSTER	MELEE	60			0	ANIMAL		0	scorpionman_sword	0	77	58	57	20	144	176	3771	12	10	800	1197	6195	150	110	120	100	2000	150	30045	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	-30	-30	10	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2132	Serf Scorpion Archer	S_PAWN	MONSTER	RANGE	62			0	ANIMAL		0	scorpionman_bow	0	80	60	44	20	132	198	4028	7	10	828	1242	6615	133	110	120	100	2000	150	30055	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	-30	-30	10	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2133	Serf Snake Swordman	KNIGHT	MONSTER	MELEE	64			0	ANIMAL		0	snakeman_sword	0	82	62	48	21	137	206	6714	12	15	1047	1571	6755	96	110	120	100	2000	150	30022	0	0	0	5	1	5	0	0	-5	0	0	0	0	-20	-20	-30	-30	10	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2134	Serf Snake Bowman	KNIGHT	MONSTER	RANGE	66			0	ANIMAL		0	snakeman_bow	0	84	63	52	21	159	195	7149	7	10	1085	1628	7175	99	110	120	100	2000	150	30067	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	-30	-30	10	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2135	Serf Desert Outlaw	S_KNIGHT	MONSTER	MELEE	68			0	HUMAN		0	outlaw	0	87	65	43	22	164	201	7602	10	20	1121	1682	15190	113	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2151	??? ????	S_PAWN	MONSTER	MELEE	19			0	DESERT		0	fennec_fox	0	18	24	12	6	54	66	627	5	7	138	207	485	24	100	200	0	2000	175	0	0	0	0	0	0	0	5	0	0	0	0	0	100	100	100	100	100	10	1	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2152	??? ????	S_PAWN	MONSTER	MELEE	37			0	DESERT		0	evil_eye	0	52	24	36	12	74	138	1502	5	7	252	380	1095	43	100	100	100	2000	175	0	0	0	0	0	3	0	5	1	0	1	0	1	-10	0	0	0	0	0	1	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2153	??? ????	S_PAWN	MONSTER	MELEE	39			0	DESERT		0	giant_scorpion	0	41	51	30	13	78	144	1620	5	7	264	398	1154	45	100	80	100	2000	175	30046	0	0	0	0	0	0	5	0	1	0	1	0	-15	0	0	0	0	0	1	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2154	??? ????	KNIGHT	MONSTER	MELEE	44			0	DESERT	POISON	0	scorpionman_sword	0	50	28	37	14	109	133	2582	12	12	381	572	2169	51	110	120	100	2000	175	30045	0	0	0	5	0	0	5	1	1	2	1	1	-10	0	0	0	0	0	1	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2155	??? ????	S_PAWN	MONSTER	RANGE	47			0	DESERT	POISON	0	scorpionman_bow	0	59	30	22	15	114	139	2079	8	7	837	1256	2315	54	60	70	100	2000	850	30055	0	0	0	5	0	5	5	0	0	-10	0	0	2	0	0	10	0	0	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2156	??? ??????	KNIGHT	MONSTER	MELEE	48			0	DESERT	POISON	0	snakeman_sword	0	79	27	36	15	104	156	2954	12	12	414	621	2364	55	110	110	100	2000	175	30022	0	0	0	5	0	0	5	1	1	1	0	0	-15	0	0	0	0	0	1	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2157	??? ??????	KNIGHT	MONSTER	RANGE	51			0	DESERT	POISON	0	snakeman_bow	0	64	28	24	16	108	163	2365	8	7	905	1356	2511	58	60	110	100	2000	850	30067	0	0	0	5	0	0	5	-5	-10	-5	0	0	2	0	0	10	0	0	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2158	??? ??????	S_KNIGHT	MONSTER	MELEE	54			0	DESERT		0	outlaw	0	61	68	44	17	114	172	7500	5	15	606	911	5316	62	100	120	100	2000	175	0	0	0	0	0	0	5	5	0	10	0	0	0	-20	0	0	0	0	0	2	0	0		70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2191	??????	BOSS	MONSTER	MELEE	67		AGGR	0	DESERT	STUN,SLOW,CURSE,TERROR	0	giant_desert_turtle	0	64	43	85	21	102	190	146320	9	12	12300	18450	101900	76	100	100	100	2000	300	0	0	0	0	0	0	0	0	100	0	100	100	100	100	20	20	20	20	10	2	0	20	0	0	40	256	30	256	0	0	0	0	0	0	0	10	0	0	0
2192	???????	BOSS	MONSTER	MELEE	72		AGGR	0	DESERT	STUN,SLOW,CURSE,TERROR	0	giant_desert_turtle	0	64	43	85	21	102	190	146320	10	10	123000	184500	125950	76	110	200	100	2000	300	0	0	0	0	0	0	10	10	40	35	40	40	40	40	0	0	60	20	10	2	2108	20	0	0	40	256	30	256	0	0	0	0	0	0	0	10	0	0	0
2201	?????	S_PAWN	MONSTER	MELEE	69			0	FIRE,ATT_FIRE		0	fire_tiger	0	84	42	63	21	130	159	5550	3	7	425	636	1996	78	100	130	100	2000	175	30042	0	0	0	0	0	15	20	15	10	20	15	15	-10	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2202	??	S_PAWN	MONSTER	MAGIC	69			0	FIRE,ATT_FIRE		0	fire_ghost	0	85	43	64	21	132	161	5550	3	7	438	657	1996	78	100	130	100	2000	850	0	0	0	0	0	0	15	20	0	-5	5	-10	-10	20	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2203	???	KNIGHT	MONSTER	MELEE	70			0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	85	43	65	22	119	178	7592	7	12	593	888	2858	79	100	130	100	2000	175	30019	0	0	0	0	0	15	20	20	15	25	0	0	-25	0	0	0	0	0	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2204	???	KNIGHT	MONSTER	POWER	71			0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	86	43	65	22	105	195	7782	7	12	620	930	3388	80	100	130	100	2000	175	0	0	0	0	0	0	15	20	-5	-10	0	5	5	-20	0	0	0	0	0	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
2205	????	S_KNIGHT	MONSTER	POWER	72			0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	89	44	66	22	106	198	12459	3	12	776	1164	5585	81	100	130	100	2000	175	30091	0	0	0	0	0	15	20	0	0	5	0	0	-25	0	0	10	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
2206	???	BOSS	MONSTER	MELEE	73			0	FIRE,ATT_FIRE	STUN,SLOW,CURSE,TERROR	0	fire_king	0	91	46	66	23	109	203	51024	7	12	13380	15570	50000	82	100	130	100	2000	175	0	0	0	0	0	50	15	20	0	10	0	10	0	-20	0	0	10	0	0	2	0	0	0	0	40	256	0	0	0	0	0	0	0	0	20	0	0	0	0
2207	????	BOSS	MONSTER	MELEE	78		AGGR	0	FIRE,ATT_FIRE	STUN,SLOW,CURSE,TERROR	0	fire_king	0	91	46	66	23	110	205	356080	25	20	103050	154575	500000	82	110	130	100	2000	150	0	0	0	0	0	50	15	20	40	35	40	40	40	40	0	0	60	0	0	2	2205	0	0	0	40	256	0	0	0	0	0	0	0	0	20	0	0	0	0
2231	??? ?????	S_PAWN	MONSTER	MELEE	69			0	FIRE,ATT_FIRE		0	fire_tiger	0	84	42	63	21	156	191	4440	3	7	425	636	873	78	100	130	100	2000	175	30042	0	0	0	0	0	15	20	15	10	20	15	15	-10	0	0	0	0	0	1	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2232	??? ??	S_PAWN	MONSTER	MAGIC	69			0	FIRE,ATT_FIRE		0	fire_ghost	0	85	43	64	21	158	193	4440	3	7	438	657	873	78	100	130	100	2000	850	0	0	0	0	0	0	15	20	0	-5	5	-10	-10	20	0	0	20	0	0	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2233	??? ???	KNIGHT	MONSTER	MELEE	70			0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	85	43	65	22	143	214	6073	7	12	593	888	1475	79	100	130	100	2000	175	30019	0	0	0	0	0	15	20	20	15	25	0	0	-25	0	0	0	0	0	2	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2234	??? ???	KNIGHT	MONSTER	POWER	71			0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	86	43	65	22	126	234	6225	7	12	620	930	1496	80	100	130	100	2000	175	0	0	0	0	0	0	15	20	-5	-10	0	5	5	-20	0	0	0	0	0	2	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
2235	??? ????	S_KNIGHT	MONSTER	POWER	72			0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	89	44	66	22	127	238	9967	3	12	776	1164	3035	81	100	130	100	2000	175	30091	0	0	0	0	0	15	20	0	0	5	0	0	-25	0	0	10	0	0	2	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
2291	??	KING	MONSTER	MELEE	75		AGGR	0	FIRE,ATT_FIRE	STUN,SLOW,CURSE,TERROR	0	fire_dragon	0	99	69	65	23	300	475	575000	30	25	60000	75000	625000	300	100	130	100	2000	1000	0	0	0	0	0	0	15	20	50	50	30	20	20	20	100	50	20	50	75	5	0	10		0	35	256	35	257	0	0	0	0	0	0	20	20	0	0	0
2301	Haunted Tree	PAWN	MONSTER	MAGIC	65		AGGR,NOMOVE	0			0	ent_trent	0	75	57	50	10	115	172	2261	3	5	300	450	1585	67	100	100	100	2000	650	0	0	0	3	0	0	5	10	0	-5	0	-10	-10	50	0	0	30	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2302	Haunted Stump	PAWN	MONSTER	MELEE	67			0	ATT_EARTH		0	ent_guru	0	92	42	65	10	134	164	3939	3	5	338	488	1504	72	120	100	100	2000	175	30192	0	0	0	0	0	5	10	-5	-10	0	5	5	5	0	0	15	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2303	Dryad	S_PAWN	MONSTER	MAGIC	69			0	ATT_EARTH		0	ent_hu	0	86	55	65	10	127	190	3548	5	5	375	525	2539	76	100	100	100	2000	150	30192	0	0	0	10	0	0	5	10	15	5	-10	-10	10	0	0	10	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2304	Haunted Willow	S_PAWN	MONSTER	MELEE	70			0	ATT_EARTH	SLOW,CURSE	0	ent_red	0	89	49	77	10	114	211	5206	5	10	413	563	1948	79	115	100	100	2000	150	0	0	0	0	0	0	5	10	-5	-10	-5	5	5	5	0	0	15	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2305	Evil Tree	KNIGHT	MONSTER	MELEE	71		AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_black	0	94	75	75	10	118	219	7214	7	5	525	675	3166	83	115	100	100	2000	150	0	0	0	0	3	0	5	10	10	5	10	15	15	0	0	0	20	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2306	Giant Haunted Tree	BOSS	MONSTER	MELEE	84		AGGR	0	ATT_EARTH		0	ent_huge	0	99	75	70	10	118	200	353840	12	10	18000	22500	25000	86	100	130	100	2000	300	0	0	0	0	0	3	15	15	10	15	10	15	15	-5	0	0	60	0	0	3	2304	30	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
2307	Ancient Tree	KING	MONSTER	MELEE	86		AGGR	0	ATT_EARTH		0	ent_elder	0	121	76	65	50	120	224	700000	25	25	37500	75000	125000	300	100	130	100	2000	300	0	0	0	5	5	10	20	10	30	25	0	-5	-10	5	0	0	-10	0	5	5	2315	30	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
2311	Red Haunted Tree	S_PAWN	MONSTER	MAGIC	74		AGGR,NOMOVE	0	ATT_EARTH		0	ent_trent	0	75	57	50	10	128	193	3596	3	5	413	563	1961	67	100	130	100	2000	900	0	0	0	3	0	0	15	20	0	-5	0	-10	-10	50	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2312	Red Haunted Stump	KNIGHT	MONSTER	MELEE	76			0	ATT_EARTH		0	ent_guru	0	92	42	65	10	148	181	7032	3	5	450	563	2288	72	120	130	100	2000	175	30197	0	0	0	0	0	15	20	-5	-10	0	5	5	5	0	0	25	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2313	Red Dryad	KNIGHT	MONSTER	MAGIC	77			0	ATT_EARTH		0	ent_hu	0	86	55	65	10	133	200	5699	5	5	525	675	4443	76	100	170	100	2000	150	30197	0	0	0	10	0	5	15	10	15	5	-10	-10	10	0	0	30	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2314	Red Haunted Willow	S_KNIGHT	MONSTER	MELEE	80		AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_red	0	89	49	77	10	120	224	11558	5	10	510	630	5190	79	115	150	100	2000	150	0	0	0	0	0	0	15	20	-5	-10	-5	5	5	5	0	0	35	0	0	2	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2315	Red Evil Tree	S_KNIGHT	MONSTER	MELEE	82		AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_black	0	94	75	75	10	123	229	11843	7	5	525	600	6560	83	115	150	100	2000	150	0	0	0	0	3	0	15	20	10	5	10	15	15	0	0	0	40	0	0	2	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2401	Heaven Soldier	PAWN	MONSTER	MELEE	85		AGGR,BERSERK	0	ATT_ELEC,ELEC,HUMAN	SLOW,CURSE,TERROR	0		0	107	53	80	26	133	247	9000	3	7	338	435	15375	97	120	130	100	2000	150	30196	0	0	3	0	0	5	5	0	-10	0	-10	-10	50	0	0	20	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
2402	Heaven Archer	PAWN	MONSTER	RANGE	87		AGGR,GODSPEED	0	ATT_ELEC,ELEC,HUMAN	SLOW,CURSE,TERROR	0		0	82	110	55	27	136	252	6500	5	7	300	296	15188	102	130	150	100	2000	150	0	0	0	0	0	0	5	5	0	-15	0	5	5	5	0	0	15	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
2403	Heaven Cleric	S_PAWN	MONSTER	MAGIC	87		AGGR,REVIVE	0	ATT_ELEC,ELEC,HUMAN	SLOW,CURSE,TERROR	0		0	82	55	110	27	136	252	14784	5	7	244	456	14588	116	130	150	100	2000	150	0	0	0	0	10	5	0	0	10	10	5	-10	-10	10	0	0	10	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
